ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
1745	SHamgyong	egg	tal-gjal	tal-gjal	t a l g dʑ a l		33_egg-1	269	t a l g dʑ a l	C V C C C V C	t a l g dʑ a l	t a l g dʑ a l	C V C C C V C
221	SJeolla	egg	tal-gjal	tal-gjal	t a l g dʑ a l		33_egg-1	269	t a l g dʑ a l	C V C C C V C	t a l g dʑ a l	t a l g dʑ a l	C V C C C V C
1955	SPyongan	egg	tal-gjal	tal-gjal	t a l g dʑ a l		33_egg-1	269	t a l g dʑ a l	C V C C C V C	t a l g dʑ a l	t a l g dʑ a l	C V C C C V C
1476	Gangwon	eye	nun-k'a-ri	nun-k'a-ri	n u n k͈ a ɾ		35_eye-1	272	n u n k͈ - a ɾ	C V C C V C	n u n k͈ - a ɾ i -	n u n k͈ a ɾ i	C V C C V C V
1237	Gyeonggi	eye	nut-kwal	nut-kwal	n u t k w a l		35_eye-1	272	n u t k w a l	C V C C C V C	n u t k w a l - -	n u t k w a l	C V C C C V C
1642	Hwanghae	eye	nut-kwal	nut-kwal	n u t k w a l		35_eye-1	272	n u t k w a l	C V C C C V C	n u t k w a l - -	n u t k w a l	C V C C C V C
31	Jeju	eye	nun-k'a-ri	nun-k'a-ri	n u n k͈ a ɾ		35_eye-1	272	n u n k͈ - a ɾ	C V C C V C	n u n k͈ - a ɾ i -	n u n k͈ a ɾ i	C V C C V C V
2168	MKorean	eye	nun	nun	n u n		35_eye-1	272	n u n - - - -	C V C	n u n - - - - - -	n u n	C V C
1047	NChungcheong	eye	nun-k'al	nun-k'al	n u n k͈ a l		35_eye-1	272	n u n k͈ - a l	C V C C V C	n u n k͈ - a l - -	n u n k͈ a l	C V C C V C
702	NGyeongsang	eye	nun-gu-muŋ	nun-gu-muŋ	n u n g u m		35_eye-1	272	n u n g - u m	C V C C V C	n u n g - u m u ŋ	n u n g u m u ŋ	C V C C V C V C
361	NJeolla	eye	nun-gu-muŋ	nun-gu-muŋ	n u n g u m		35_eye-1	272	n u n g - u m	C V C C V C	n u n g - u m u ŋ	n u n g u m u ŋ	C V C C V C V C
888	SChungcheong	eye	nun-k'al	nun-k'al	n u n k͈ a l		35_eye-1	272	n u n k͈ - a l	C V C C V C	n u n k͈ - a l - -	n u n k͈ a l	C V C C V C
511	SGyeongsang	eye	nun-k'a-ri	nun-k'a-ri	n u n k͈ a ɾ		35_eye-1	272	n u n k͈ - a ɾ	C V C C V C	n u n k͈ - a ɾ i -	n u n k͈ a ɾ i	C V C C V C V
1721	SHamgyong	eye	nut-kwal	nut-kwal	n u t k w a l		35_eye-1	272	n u t k w a l	C V C C C V C	n u t k w a l - -	n u t k w a l	C V C C C V C
187	SJeolla	eye	nun-k'al	nun-k'al	n u n k͈ a l		35_eye-1	272	n u n k͈ - a l	C V C C V C	n u n k͈ - a l - -	n u n k͈ a l	C V C C V C
1374	Gyeonggi	far	məl-	məl-	m ə l		36_far-1	273	m ə l	C V C	m ə l - - -	m ə l	C V C
2297	MKorean	far	mǝl-	mǝl-	m ə l		36_far-1	273	m ə l	C V C	m ə l - - -	m ə l	C V C
1150	NChungcheong	far	mul-	mul-	m u l		36_far-1	273	m u l	C V C	m u l - - -	m u l	C V C
809	NGyeongsang	far	mə-	mə-	m ə		36_far-1	273	m ə -	C V	m ə - - - -	m ə	C V
618	SGyeongsang	far	mə-rə-ni	mə-rə-ni	m ə ɾ		36_far-1	273	m ə ɾ	C V C	m ə ɾ ə n i	m ə ɾ ə n i	C V C V C V
1515	Gangwon	fat/grease	ci-rɨm	ci-rɨm	tɕ i ɾ ɨ m		37_fatgrease-1	274	tɕ i ɾ ɨ m	C V C V C	tɕ i ɾ ɨ m	tɕ i ɾ ɨ m	C V C V C
1296	Gyeonggi	fat/grease	ki-rɨm	ki-rɨm	k i ɾ ɨ m		37_fatgrease-1	274	k i ɾ ɨ m	C V C V C	k i ɾ ɨ m	k i ɾ ɨ m	C V C V C
69	Jeju	fat/grease	ci-rɨm	ci-rɨm	tɕ i ɾ ɨ m		37_fatgrease-1	274	tɕ i ɾ ɨ m	C V C V C	tɕ i ɾ ɨ m	tɕ i ɾ ɨ m	C V C V C
2220	MKorean	fat/grease	ki-rɨm	ki-rɨm	k i ɾ ɨ m		37_fatgrease-1	274	k i ɾ ɨ m	C V C V C	k i ɾ ɨ m	k i ɾ ɨ m	C V C V C
1087	NChungcheong	fat/grease	ci-rɨm	ci-rɨm	tɕ i ɾ ɨ m		37_fatgrease-1	274	tɕ i ɾ ɨ m	C V C V C	tɕ i ɾ ɨ m	tɕ i ɾ ɨ m	C V C V C
743	NGyeongsang	fat/grease	ki-rɨm	ki-rɨm	k i ɾ ɨ m		37_fatgrease-1	274	k i ɾ ɨ m	C V C V C	k i ɾ ɨ m	k i ɾ ɨ m	C V C V C
396	NJeolla	fat/grease	ci-rəm	ci-rəm	tɕ i ɾ ə m		37_fatgrease-1	274	tɕ i ɾ ə m	C V C V C	tɕ i ɾ ə m	tɕ i ɾ ə m	C V C V C
923	SChungcheong	fat/grease	ci-rɨm	ci-rɨm	tɕ i ɾ ɨ m		37_fatgrease-1	274	tɕ i ɾ ɨ m	C V C V C	tɕ i ɾ ɨ m	tɕ i ɾ ɨ m	C V C V C
553	SGyeongsang	fat/grease	ci-rɨm	ci-rɨm	tɕ i ɾ ɨ m		37_fatgrease-1	274	tɕ i ɾ ɨ m	C V C V C	tɕ i ɾ ɨ m	tɕ i ɾ ɨ m	C V C V C
226	SJeolla	fat/grease	ci-rɨm	ci-rɨm	tɕ i ɾ ɨ m		37_fatgrease-1	274	tɕ i ɾ ɨ m	C V C V C	tɕ i ɾ ɨ m	tɕ i ɾ ɨ m	C V C V C
1958	SPyongan	fat/grease	ci-rɨm	ci-rɨm	tɕ i ɾ ɨ m		37_fatgrease-1	274	tɕ i ɾ ɨ m	C V C V C	tɕ i ɾ ɨ m	tɕ i ɾ ɨ m	C V C V C
1486	Gangwon	father	ɛ-pi	ɛ-pi	ɛ p i		38_father-1	276	ɛ p - i	V C V	- - - ɛ p - i -	ɛ p i	V C V
1252	Gyeonggi	father	a-pa	a-pa	a p a		38_father-1	276	a p - a	V C V	- - - a p - a -	a p a	V C V
42	Jeju	father	a-baŋ	a-baŋ	a b a		38_father-1	276	a b - a	V C V	- - - a b - a ŋ	a b a ŋ	V C V C
2183	MKorean	father	a-pi	a-pi	a p i		38_father-1	276	a p - i	V C V	- - - a p - i -	a p i	V C V
1058	NChungcheong	father	ɛ-pi	ɛ-pi	ɛ p i		38_father-1	276	ɛ p - i	V C V	- - - ɛ p - i -	ɛ p i	V C V
713	NGyeongsang	father	ɛ-pi	ɛ-pi	ɛ p i		38_father-1	276	ɛ p - i	V C V	- - - ɛ p - i -	ɛ p i	V C V
1835	NHamgyong	father	a-pɛ	a-pɛ	a p ɛ		38_father-1	276	a p - ɛ	V C V	- - - a p - ɛ -	a p ɛ	V C V
372	NJeolla	father	ap-s'i	ap-s'i	a p s͈ i		38_father-1	276	a p s͈ i	V C C V	- - - a p s͈ i -	a p s͈ i	V C C V
2045	NPyongan	father	ɛ-pi	ɛ-pi	ɛ p i		38_father-1	276	ɛ p - i	V C V	- - - ɛ p - i -	ɛ p i	V C V
897	SChungcheong	father	ɛ-pi	ɛ-pi	ɛ p i		38_father-1	276	ɛ p - i	V C V	- - - ɛ p - i -	ɛ p i	V C V
522	SGyeongsang	father	nɨ-ga-pɛ	nɨ-ga-pɛ	a p ɛ		38_father-1	276	a p - ɛ	V C V	n ɨ g a p - ɛ -	n ɨ g a p ɛ	C V C V C V
197	SJeolla	father	ap-s'i	ap-s'i	a p s͈ i		38_father-1	276	a p s͈ i	V C C V	- - - a p s͈ i -	a p s͈ i	V C C V
1941	SPyongan	father	ɛ-pi	ɛ-pi	ɛ p i		38_father-1	276	ɛ p - i	V C V	- - - ɛ p - i -	ɛ p i	V C V
1512	Gangwon	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
1291	Gyeonggi	feather	kit	kit	k i t		39_feather-1	277	k i t	C V C	k i t -	k i t	C V C
67	Jeju	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
2215	MKorean	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
1085	NChungcheong	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
739	NGyeongsang	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
1854	NHamgyong	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
393	NJeolla	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
2061	NPyongan	feather	ci-cʰi	ci-cʰi	tɕ i tɕʰ		39_feather-1	277	tɕ i tɕʰ	C V C	tɕ i tɕʰ i	tɕ i tɕʰ i	C V C V
920	SChungcheong	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
549	SGyeongsang	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
1746	SHamgyong	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
222	SJeolla	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
1956	SPyongan	feather	cit	cit	tɕ i t		39_feather-1	277	tɕ i t	C V C	tɕ i t -	tɕ i t	C V C
1599	Gangwon	few	co-kom	co-kom	tɕ o k o m		40_few-1	282	tɕ o - k o m	C V C V C	tɕ o - k o m - -	tɕ o k o m	C V C V C
1410	Gyeonggi	few	co-gom	co-gom	tɕ o g o m		40_few-1	282	tɕ o - g o m	C V C V C	tɕ o - g o m - -	tɕ o g o m	C V C V C
137	Jeju	few	hɔk-ko-man	hɔk-ko-man	h ɔ k k o m		40_few-1	282	h ɔ k k o m	C V C C V C	h ɔ k k o m a n	h ɔ k k o m a n	C V C C V C V C
2333	MKorean	few	co-gom	co-gom	tɕ o g o m		40_few-1	282	tɕ o - g o m	C V C V C	tɕ o - g o m - -	tɕ o g o m	C V C V C
1173	NChungcheong	few	c'a-k'ɨm	c'a-k'ɨm	tɕ͈ a k͈ ɨ m		40_few-1	282	tɕ͈ a - k͈ ɨ m	C V C V C	tɕ͈ a - k͈ ɨ m - -	tɕ͈ a k͈ ɨ m	C V C V C
834	NGyeongsang	few	c'o-k'ɨm	c'o-k'ɨm	tɕ͈ o k͈ ɨ m		40_few-1	282	tɕ͈ o - k͈ ɨ m	C V C V C	tɕ͈ o - k͈ ɨ m - -	tɕ͈ o k͈ ɨ m	C V C V C
1897	NHamgyong	few	t'ø-k'om	t'ø-k'om	t͈ ø k͈ o m		40_few-1	282	t͈ ø - k͈ o m	C V C V C	t͈ ø - k͈ o m - -	t͈ ø k͈ o m	C V C V C
464	NJeolla	few	c'o-kɨm	c'o-kɨm	tɕ͈ o k ɨ m		40_few-1	282	tɕ͈ o - k ɨ m	C V C V C	tɕ͈ o - k ɨ m - -	tɕ͈ o k ɨ m	C V C V C
2115	NPyongan	few	cø-kom	cø-kom	tɕ ø k o m		40_few-1	282	tɕ ø - k o m	C V C V C	tɕ ø - k o m - -	tɕ ø k o m	C V C V C
1000	SChungcheong	few	c'a-k'ɨm	c'a-k'ɨm	tɕ͈ a k͈ ɨ m		40_few-1	282	tɕ͈ a - k͈ ɨ m	C V C V C	tɕ͈ a - k͈ ɨ m - -	tɕ͈ a k͈ ɨ m	C V C V C
643	SGyeongsang	few	c'o-k'ɨm	c'o-k'ɨm	tɕ͈ o k͈ ɨ m		40_few-1	282	tɕ͈ o - k͈ ɨ m	C V C V C	tɕ͈ o - k͈ ɨ m - -	tɕ͈ o k͈ ɨ m	C V C V C
304	SJeolla	few	c'o-k'ɨm	c'o-k'ɨm	tɕ͈ o k͈ ɨ m		40_few-1	282	tɕ͈ o - k͈ ɨ m	C V C V C	tɕ͈ o - k͈ ɨ m - -	tɕ͈ o k͈ ɨ m	C V C V C
1549	Gangwon	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
1335	Gyeonggi	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
1678	Hwanghae	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
99	Jeju	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
2258	MKorean	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
1120	NChungcheong	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
779	NGyeongsang	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
1877	NHamgyong	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
423	NJeolla	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
2088	NPyongan	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
953	SChungcheong	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
588	SGyeongsang	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
1770	SHamgyong	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
258	SJeolla	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
1982	SPyongan	fire	pul	pul	p u l		42_fire-1	285	p u l	C V C	p u l	p u l	C V C
1522	Gangwon	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
1303	Gyeonggi	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
1664	Hwanghae	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
74	Jeju	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
2227	MKorean	fish	ko-ki	ko-ki	k o k i		43_fish-1	286	k o k i	C V C V	k o k i	k o k i	C V C V
1094	NChungcheong	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
750	NGyeongsang	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
1861	NHamgyong	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
403	NJeolla	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
930	SChungcheong	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
560	SGyeongsang	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
233	SJeolla	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
1965	SPyongan	fish	ko-gi	ko-gi	k o g i		43_fish-1	286	k o g i	C V C V	k o g i	k o g i	C V C V
1527	Gangwon	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
1308	Gyeonggi	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
1667	Hwanghae	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
79	Jeju	flower	k'o-ɟaŋ	k'o-ɟaŋ	k͈ o ɟ		45_flower-1	289	k͈ o ɟ	C V C	- k͈ o ɟ a ŋ	k͈ o ɟ a ŋ	C V C V C
2232	MKorean	flower	skot	skot	k o t		45_flower-1	289	k o t	C V C	s k o t - -	s k o t	C C V C
1099	NChungcheong	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
755	NGyeongsang	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
1864	NHamgyong	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
407	NJeolla	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
2074	NPyongan	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
935	SChungcheong	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
565	SGyeongsang	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
1758	SHamgyong	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
238	SJeolla	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
1969	SPyongan	flower	k'ot	k'ot	k͈ o t		45_flower-1	289	k͈ o t	C V C	- k͈ o t - -	k͈ o t	C V C
1540	Gangwon	fog	aŋ-kɛ	aŋ-kɛ	a ŋ k ɛ		46_fog-1	290	a ŋ k ɛ	V C C V	a ŋ k ɛ	a ŋ k ɛ	V C C V
1324	Gyeonggi	fog	an-ge	an-ge	a n g e		46_fog-1	290	a n g e	V C C V	a n g e	a n g e	V C C V
91	Jeju	fog	an-ge	an-ge	a n g e		46_fog-1	290	a n g e	V C C V	a n g e	a n g e	V C C V
2248	MKorean	fog	an-ge	an-ge	a n g e		46_fog-1	290	a n g e	V C C V	a n g e	a n g e	V C C V
1112	NChungcheong	fog	aŋ-kɛ	aŋ-kɛ	a ŋ k ɛ		46_fog-1	290	a ŋ k ɛ	V C C V	a ŋ k ɛ	a ŋ k ɛ	V C C V
769	NGyeongsang	fog	aŋ-kɛ	aŋ-kɛ	a ŋ k ɛ		46_fog-1	290	a ŋ k ɛ	V C C V	a ŋ k ɛ	a ŋ k ɛ	V C C V
2083	NPyongan	fog	an-gi	an-gi	a n g i		46_fog-1	290	a n g i	V C C V	a n g i	a n g i	V C C V
947	SChungcheong	fog	aŋ-kɛ	aŋ-kɛ	a ŋ k ɛ		46_fog-1	290	a ŋ k ɛ	V C C V	a ŋ k ɛ	a ŋ k ɛ	V C C V
578	SGyeongsang	fog	an-ge	an-ge	a n g e		46_fog-1	290	a n g e	V C C V	a n g e	a n g e	V C C V
1605	Gangwon	foot	pal-mo-ga-ɟi	pal-mo-ga-ɟi	p a l m o g a ɟ i		47_foot-1	292	p a l m o g a ɟ i	C V C C V C V C V	p a l m o g a ɟ i	p a l m o g a ɟ i	C V C C V C V C V
2340	MKorean	foot	pal	pal	p a l		47_foot-1	292	p a l - - - - - -	C V C	p a l - - - - - -	p a l	C V C
841	NGyeongsang	foot	pal-mo-ga-ɟi	pal-mo-ga-ɟi	p a l m o g a ɟ i		47_foot-1	292	p a l m o g a ɟ i	C V C C V C V C V	p a l m o g a ɟ i	p a l m o g a ɟ i	C V C C V C V C V
1005	SChungcheong	foot	pal-mo-ga-ɟi	pal-mo-ga-ɟi	p a l m o g a ɟ i		47_foot-1	292	p a l m o g a ɟ i	C V C C V C V C V	p a l m o g a ɟ i	p a l m o g a ɟ i	C V C C V C V C V
650	SGyeongsang	foot	pal-mo-ga-ɟi	pal-mo-ga-ɟi	p a l m o g a ɟ i		47_foot-1	292	p a l m o g a ɟ i	C V C C V C V C V	p a l m o g a ɟ i	p a l m o g a ɟ i	C V C C V C V C V
311	SJeolla	foot	pal-mo-ga-ɟi	pal-mo-ga-ɟi	p a l m o g a ɟ i		47_foot-1	292	p a l m o g a ɟ i	C V C C V C V C V	p a l m o g a ɟ i	p a l m o g a ɟ i	C V C C V C V C V
1309	Gyeonggi	fruit	jel-mɛ	jel-mɛ	dʑ e l m ɛ		49_fruit-3	296	dʑ e l - m ɛ	C V C C V	dʑ e l - m ɛ	dʑ e l m ɛ	C V C C V
2233	MKorean	fruit	jel-mø	jel-mø	dʑ e l m ø		49_fruit-3	296	dʑ e l - m ø	C V C C V	dʑ e l - m ø	dʑ e l m ø	C V C C V
1865	NHamgyong	fruit	je-rɨ-mɛ	je-rɨ-mɛ	dʑ e ɾ ɨ m ɛ		49_fruit-3	296	dʑ e ɾ ɨ m ɛ	C V C V C V	dʑ e ɾ ɨ m ɛ	dʑ e ɾ ɨ m ɛ	C V C V C V
1436	Gyeonggi	full	ka-dɨk-	ka-dɨk-	k a d ɨ k		50_full-1	298	k - a - d ɨ k	C V C V C	k - a - d ɨ k	k a d ɨ k	C V C V C
2360	MKorean	full	ka-dɨk-	ka-dɨk-	k a d ɨ k		50_full-1	298	k - a - d ɨ k	C V C V C	k - a - d ɨ k	k a d ɨ k	C V C V C
663	SGyeongsang	full	k'ak-cʰat-	k'ak-cʰat-	k͈ a k tɕʰ a t		50_full-1	298	k͈ - a k tɕʰ a t	C V C C V C	k͈ - a k tɕʰ a t	k͈ a k tɕʰ a t	C V C C V C
325	SJeolla	full	kwak-cʰat-	kwak-cʰat-	k w a k tɕʰ a t		50_full-1	298	k w a k tɕʰ a t	C C V C C V C	k w a k tɕʰ a t	k w a k tɕʰ a t	C C V C C V C
1566	Gangwon	good	co-	co-	tɕ o		51_good-1	299	tɕ o	C V	- tɕ o	tɕ o	C V
1357	Gyeonggi	good	co-	co-	tɕ o		51_good-1	299	tɕ o	C V	- tɕ o	tɕ o	C V
2278	MKorean	good	tjo-	tjo-	dʑ o		51_good-1	299	dʑ o	C V	t dʑ o	t dʑ o	C C V
1138	NChungcheong	good	co-	co-	tɕ o		51_good-1	299	tɕ o	C V	- tɕ o	tɕ o	C V
797	NGyeongsang	good	co-	co-	tɕ o		51_good-1	299	tɕ o	C V	- tɕ o	tɕ o	C V
1882	NHamgyong	good	do-	do-	o		51_good-1	299	- o	V	d - o	d o	C V
2096	NPyongan	good	do-	do-	o		51_good-1	299	- o	V	d - o	d o	C V
967	SChungcheong	good	co-	co-	tɕ o		51_good-1	299	tɕ o	C V	- tɕ o	tɕ o	C V
607	SGyeongsang	good	co-	co-	tɕ o		51_good-1	299	tɕ o	C V	- tɕ o	tɕ o	C V
1989	SPyongan	good	do-	do-	o		51_good-1	299	- o	V	d - o	d o	C V
1528	Gangwon	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
1310	Gyeonggi	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
1668	Hwanghae	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
80	Jeju	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
2234	MKorean	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
1100	NChungcheong	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
757	NGyeongsang	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
1866	NHamgyong	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
408	NJeolla	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
2075	NPyongan	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
936	SChungcheong	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
566	SGyeongsang	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
1759	SHamgyong	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
240	SJeolla	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
1970	SPyongan	grass	pʰul	pʰul	pʰ u l		52_grass-1	300	pʰ u l	C V C	pʰ u l	pʰ u l	C V C
1555	Gangwon	green	pu-rɨ-sɨ-rɨm-	pu-rɨ-sɨ-rɨm-	p u ɾ ɨ		53_green-1	301	p u ɾ ɨ	C V C V	p u ɾ ɨ s ɨ ɾ ɨ m	p u ɾ ɨ s ɨ ɾ ɨ m	C V C V C V C V C
1344	Gyeonggi	green	pu-rɨ-	pu-rɨ-	p u ɾ ɨ		53_green-1	301	p u ɾ ɨ	C V C V	p u ɾ ɨ - - - - -	p u ɾ ɨ	C V C V
104	Jeju	green	pu-ri-	pu-ri-	p u ɾ i		53_green-1	301	p u ɾ i	C V C V	p u ɾ i - - - - -	p u ɾ i	C V C V
2265	MKorean	green	pu-ru-	pu-ru-	p u ɾ u		53_green-1	301	p u ɾ u	C V C V	p u ɾ u - - - - -	p u ɾ u	C V C V
1127	NChungcheong	green	pu-rɨ-sɨ-rɨm-	pu-rɨ-sɨ-rɨm-	p u ɾ ɨ		53_green-1	301	p u ɾ ɨ	C V C V	p u ɾ ɨ s ɨ ɾ ɨ m	p u ɾ ɨ s ɨ ɾ ɨ m	C V C V C V C V C
786	NGyeongsang	green	pu-rə-	pu-rə-	p u ɾ ə		53_green-1	301	p u ɾ ə	C V C V	p u ɾ ə - - - - -	p u ɾ ə	C V C V
265	SJeolla	green	pu-rut-	pu-rut-	p u ɾ u		53_green-1	301	p u ɾ u	C V C V	p u ɾ u t - - - -	p u ɾ u t	C V C V C
1461	Gangwon	hair	tʰə-rɛ-gi	tʰə-rɛ-gi	tʰ ə ɾ ɛ g		54_hair-2	303	tʰ ə ɾ ɛ g	C V C V C	tʰ ə ɾ ɛ g i	tʰ ə ɾ ɛ g i	C V C V C V
1218	Gyeonggi	hair	tʰəl	tʰəl	tʰ ə l		54_hair-2	303	tʰ ə l - -	C V C	tʰ ə l - - -	tʰ ə l	C V C
2149	MKorean	hair	thǝ-ri/thǝ-rǝk	thǝ-ri	tʰ ə ɾ i		54_hair-2	303	tʰ ə ɾ i -	C V C V	tʰ ə ɾ i - -	tʰ ə ɾ i	C V C V
1032	NChungcheong	hair	tʰəl	tʰəl	tʰ ə l		54_hair-2	303	tʰ ə l - -	C V C	tʰ ə l - - -	tʰ ə l	C V C
687	NGyeongsang	hair	tʰə-rɛ-gi	tʰə-rɛ-gi	tʰ ə ɾ ɛ g		54_hair-2	303	tʰ ə ɾ ɛ g	C V C V C	tʰ ə ɾ ɛ g i	tʰ ə ɾ ɛ g i	C V C V C V
349	NJeolla	hair	tʰə-rək	tʰə-rək	tʰ ə ɾ ə k		54_hair-2	303	tʰ ə ɾ ə k	C V C V C	tʰ ə ɾ ə k -	tʰ ə ɾ ə k	C V C V C
2028	NPyongan	hair	tə-rə-gu	tə-rə-gu	t ə ɾ ə g		54_hair-2	303	t ə ɾ ə g	C V C V C	t ə ɾ ə g u	t ə ɾ ə g u	C V C V C V
